"strName","strCAS","Source","Type","numValue","strHyperlink","strDateAssessed","strReference","POD.type","numPOD","numBMD","BMR.Type","strCriticalEffect","numUF","numUFa","numUFh","numUFs","numUFl","numUFd","numUFother","Species","Strain","numBW","Route","Organ","Effect","tblEffect_strSex","DR.Type","strEffectPOD","intAnimalsControl","intAnimalsAffectedControl","numMeanResponseControl","numSDResponseControl","CV.Type","RfDEndpoint","UFEndpoint"
"Isoxaben",82558507,"IRIS","RfD (mg/kg/day)",0.05,"http://www.epa.gov/iris/subst/0339.htm","4/1/1991","Elanco Products Company. 1985a. MRID No. 00164553. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","NOEL",5,NA,NA,"Increased BUN; decreased serum AP and AST; decreased food consumption efficiency; increased heart/body weight",100,10,10,1,1,1,NA,"Rat","Fischer 344",NA,"Oral diet","heart","organ weight","M","","organ weight",NA,NA,NA,NA,"",0.05,100
"Isoxaben",82558507,"IRIS","RfD (mg/kg/day)",0.05,"http://www.epa.gov/iris/subst/0339.htm","4/1/1991","Elanco Products Company. 1985a. MRID No. 00164553. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","NOEL",5,NA,NA,"Increased BUN; decreased serum AP and AST; decreased food consumption efficiency; increased heart/body weight",100,10,10,1,1,1,NA,"Rat","Fischer 344",NA,"Oral diet","kidneys","clinical chemistry","Both","","clinical chemistry",NA,NA,NA,NA,"",0.05,100
"Isoxadifen-ethyl",163520330,"OPP","Chronic RfD (mg/kg/day)",0.033,"http://www.regulations.gov/#!documentDetail;D=EPA-HQ-OPP-2005-0305-0009","4/10/2007","","NOAEL",3.3,NA,NA,"kidney histopathology (co-critical study, see accompanying record)",100,10,10,1,1,1,NA,"Dog","",NA,"Oral diet","kidneys","nonneoplastic histopathology","Both","","increased incidence and severity of straight tubule vacuolation in the kidney",NA,NA,NA,NA,"",0.033,100
"Isoxaflutole",141112290,"OPP","Chronic RfD (mg/kg/day)",0.02,"http://www.regulations.gov/#!documentDetail;D=EPA-HQ-OPP-2010-0979-0007","6/17/2011","MRID 43904806","NOAEL",2,NA,NA,"liver, thyroid, ocular, and nervous system toxicity (M) and liver toxicity (F)",100,10,10,1,1,1,NA,"Rat","Sprague-Dawley",NA,"Oral diet","PNS","nonneoplastic histopathology","M","","nonneoplastic histopathology",NA,NA,NA,NA,"",0.02,100
"Isoxaflutole",141112290,"OPP","Chronic RfD (mg/kg/day)",0.02,"http://www.regulations.gov/#!documentDetail;D=EPA-HQ-OPP-2010-0979-0007","6/17/2011","MRID 43904806","NOAEL",2,NA,NA,"liver, thyroid, ocular, and nervous system toxicity (M) and liver toxicity (F)",100,10,10,1,1,1,NA,"Rat","Sprague-Dawley",NA,"Oral diet","eyes/ocular","nonneoplastic histopathology","M","","nonneoplastic histopathology",NA,NA,NA,NA,"",0.02,100
"Isoxaflutole",141112290,"OPP","Chronic RfD (mg/kg/day)",0.02,"http://www.regulations.gov/#!documentDetail;D=EPA-HQ-OPP-2010-0979-0007","6/17/2011","MRID 43904806","NOAEL",2,NA,NA,"liver, thyroid, ocular, and nervous system toxicity (M) and liver toxicity (F)",100,10,10,1,1,1,NA,"Rat","Sprague-Dawley",NA,"Oral diet","eyes/ocular","gross pathology","M","","gross pathology",NA,NA,NA,NA,"",0.02,100
"Isoxaflutole",141112290,"OPP","Chronic RfD (mg/kg/day)",0.02,"http://www.regulations.gov/#!documentDetail;D=EPA-HQ-OPP-2010-0979-0007","6/17/2011","MRID 43904806","NOAEL",2,NA,NA,"liver, thyroid, ocular, and nervous system toxicity (M) and liver toxicity (F)",100,10,10,1,1,1,NA,"Rat","Sprague-Dawley",NA,"Oral diet","eyes/ocular","clinical signs","M","","clinical signs",NA,NA,NA,NA,"",0.02,100
"Isoxaflutole",141112290,"OPP","Chronic RfD (mg/kg/day)",0.02,"http://www.regulations.gov/#!documentDetail;D=EPA-HQ-OPP-2010-0979-0007","6/17/2011","MRID 43904806","NOAEL",2,NA,NA,"liver, thyroid, ocular, and nervous system toxicity (M) and liver toxicity (F)",100,10,10,1,1,1,NA,"Rat","Sprague-Dawley",NA,"Oral diet","liver","nonneoplastic histopathology","Both","","nonneoplastic histopathology",NA,NA,NA,NA,"",0.02,100
"Isoxaflutole",141112290,"OPP","Chronic RfD (mg/kg/day)",0.02,"http://www.regulations.gov/#!documentDetail;D=EPA-HQ-OPP-2010-0979-0007","6/17/2011","MRID 43904806","NOAEL",2,NA,NA,"liver, thyroid, ocular, and nervous system toxicity (M) and liver toxicity (F)",100,10,10,1,1,1,NA,"Rat","Sprague-Dawley",NA,"Oral diet","thyroid","nonneoplastic histopathology","M","","nonneoplastic histopathology",NA,NA,NA,NA,"",0.02,100
"Kasugamycin",19408469,"OPP","Chronic RfD (mg/kg/day)",0.113,"http://www.epa.gov/opp00001/chem_search/reg_actions/registration/fs_PC-230001_01-sep-05.pdf","9/1/2005","Kitazawa, T. (1987) Kasugamycin: 24-Month Oral Chronic Toxicity and Oncogenicity Study in Rats: Lab Project Number: TMN-0120: ID-09-1987. Unpublished study prepared by The Institute of Environmental Toxicology. 880 p. MRID 45910024","NOAEL",11.3,NA,NA,"increased testicular softening and atrophy in males",100,10,10,1,1,1,NA,"Rat","Wistar",NA,"","male repro","nonneoplastic histopathology","M","","nonneoplastic histopathology",NA,NA,NA,NA,"",0.113,100
"Kathon 930",64359815,"OPP","Chronic RfD (mg/kg/day)",0.02,"http://www.epa.gov/opp00001/chem_search/cleared_reviews/csr_PC-128101_8-Dec-99_034.pdf","12/8/1999","MRID 42214903","NOAEL",20,NA,NA,"altered hematological/clinical chemistry changes and microscopic lesions of the stomach",1000,10,10,10,1,1,NA,"Rat","Sprague-Dawley",NA,"Oral gavage","blood","hematology","M","","decreased MCV, MCH, MCHC",NA,NA,NA,NA,"",0.02,1000
"Kathon 930",64359815,"OPP","Chronic RfD (mg/kg/day)",0.02,"http://www.epa.gov/opp00001/chem_search/cleared_reviews/csr_PC-128101_8-Dec-99_034.pdf","12/8/1999","MRID 42214903","NOAEL",20,NA,NA,"altered hematological/clinical chemistry changes and microscopic lesions of the stomach",1000,10,10,10,1,1,NA,"Rat","Sprague-Dawley",NA,"Oral gavage","blood","clinical chemistry","M","","elevated SGOT",NA,NA,NA,NA,"",0.02,1000
"Kathon 930",64359815,"OPP","Chronic RfD (mg/kg/day)",0.02,"http://www.epa.gov/opp00001/chem_search/cleared_reviews/csr_PC-128101_8-Dec-99_034.pdf","12/8/1999","MRID 42214903","NOAEL",20,NA,NA,"altered hematological/clinical chemistry changes and microscopic lesions of the stomach",1000,10,10,10,1,1,NA,"Rat","Sprague-Dawley",NA,"Oral gavage","stomach/forestomach","nonneoplastic histopathology","Both","","hyperplasia of the mucosa and granulation of the tunica propria mucosa of the non-glandular stomach",NA,NA,NA,NA,"",0.02,1000
"Kepone",143500,"ATSDR","Chronic Oral MRL (mg/kg/day)",5e-04,"http://www.atsdr.cdc.gov/ToxProfiles/tp66.pdf","8/1995","Larson PS, Egle JL Jr, Hennigar CR, et al. 1979b. Acute, subchronic, and chronic toxicity of chlordecone. Toxicol Appl Pharmacol 48:29-41.","NOAEL",0.05,NA,NA,"proteinuria and increased severity of glomerulosclerosis",100,10,10,1,1,1,NA,"Rat","Wistar",NA,"Oral diet","kidneys","nonneoplastic histopathology","M","Dichotomous","Glomerulosclerosis",22,7,NA,NA,"",5e-04,100
"Kepone",143500,"ATSDR","Chronic Oral MRL (mg/kg/day)",5e-04,"http://www.atsdr.cdc.gov/ToxProfiles/tp66.pdf","8/1995","Larson PS, Egle JL Jr, Hennigar CR, et al. 1979b. Acute, subchronic, and chronic toxicity of chlordecone. Toxicol Appl Pharmacol 48:29-41.","NOAEL",0.05,NA,NA,"proteinuria and increased severity of glomerulosclerosis",100,10,10,1,1,1,NA,"Rat","Wistar",NA,"Oral diet","kidneys","urinalysis","Both","Continuous","proteinuria",NA,NA,NA,NA,"",5e-04,100
"Kepone",143500,"IRIS","RfD (mg/kg/day)",3e-04,"http://www.epa.gov/iris/subst/1017.htm","9/22/2009","Larson, PS; Egle, JL; Hennigar, GR; et al. (1979) Acute, subchronic, and chronic toxicity of chlordecone. Toxicol Appl Pharmacol 48(1):29–41.","BMDL",0.08,0.12,"10% ER","Renal lesions (glomerulosclerosis) in female Wistar rats",300,10,10,1,1,3,NA,"Rat","Sprague-Dawley",NA,"Oral diet","kidneys","nonneoplastic histopathology","F","Dichotomous","Renal lesions (glomerulosclerosis) in female Wistar rats",34,4,NA,NA,"",9e-04,100
"Kresoxim-methyl",143390890,"OPP","Chronic RfD (mg/kg/day)",0.36,"http://www.epa.gov/opp00001/chem_search/reg_actions/registration/fs_PC-129111_01-Sep-98.pdf","9/1/1998","MRID 43864247","NOAEL",36,NA,NA,"decreased body weights and body weight gains and increased

gross and microscopic liver and biliary lesions, and (in females) increased incidences of liver masses",100,10,10,1,1,1,NA,"Rat","Unspecified",NA,"Oral diet","liver","nonneoplastic histopathology","Both","","nonneoplastic histopathology",NA,NA,NA,NA,"",0.36,100
"Kresoxim-methyl",143390890,"OPP","Chronic RfD (mg/kg/day)",0.36,"http://www.epa.gov/opp00001/chem_search/reg_actions/registration/fs_PC-129111_01-Sep-98.pdf","9/1/1998","MRID 43864247","NOAEL",36,NA,NA,"decreased body weights and body weight gains and increased

gross and microscopic liver and biliary lesions, and (in females) increased incidences of liver masses",100,10,10,1,1,1,NA,"Rat","Unspecified",NA,"Oral diet","systemic","body weight","Both","","body weight",NA,NA,NA,NA,"",0.36,100
"Lactofen",77501634,"OPP","Chronic RfD (mg/kg/day)",0.008,"http://www.regulations.gov/#!documentDetail;D=EPA-HQ-OPP-2005-0287-0003","12/19/2006","MRID 41967901","NOAEL",0.79,NA,NA,"increased incidence of proteinaceous casts in the kidneys and statistically significant decreases in the absolute weight of thyroid and adrenal glands in males",100,10,10,1,1,1,NA,"Dog","",NA,"Oral diet","kidneys","nonneoplastic histopathology","M","","increased incidence of proteinaceous casts in the kidneys",NA,NA,NA,NA,"",0.008,100
"Lactofen",77501634,"OPP","Chronic RfD (mg/kg/day)",0.008,"http://www.regulations.gov/#!documentDetail;D=EPA-HQ-OPP-2005-0287-0003","12/19/2006","MRID 41967901","NOAEL",0.79,NA,NA,"increased incidence of proteinaceous casts in the kidneys and statistically significant decreases in the absolute weight of thyroid and adrenal glands in males",100,10,10,1,1,1,NA,"Dog","",NA,"Oral diet","thyroid","organ weight","M","","statistically significant decreases in the absolute weight of thyroid in males",NA,NA,NA,NA,"",0.008,100
"Lactofen",77501634,"OPP","Chronic RfD (mg/kg/day)",0.008,"http://www.regulations.gov/#!documentDetail;D=EPA-HQ-OPP-2005-0287-0003","12/19/2006","MRID 41967901","NOAEL",0.79,NA,NA,"increased incidence of proteinaceous casts in the kidneys and statistically significant decreases in the absolute weight of thyroid and adrenal glands in males",100,10,10,1,1,1,NA,"Dog","",NA,"Oral diet","adrenal glands","organ weight","M","","statistically significant decreases in the absolute weight of adrenal glands in males",NA,NA,NA,NA,"",0.008,100
"Lactofen",77501634,"IRIS","RfD (mg/kg/day)",0.002,"http://www.epa.gov/iris/subst/0280.htm","4/1/1991","PPG Industries. 1985a. MRID No. 00150343, 00150366. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","LEL",1.5,NA,NA,"Increased absolute and relative liver weight; hepatocytomegaly in males",1000,10,10,1,10,1,NA,"Mouse","Albino",NA,"Oral diet","liver","nonneoplastic histopathology","M","","hepatocytomegaly in males",NA,NA,NA,NA,"",0.002,1000
"Lactofen",77501634,"IRIS","RfD (mg/kg/day)",0.002,"http://www.epa.gov/iris/subst/0280.htm","4/1/1991","PPG Industries. 1985a. MRID No. 00150343, 00150366. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","LEL",1.5,NA,NA,"Increased absolute and relative liver weight; hepatocytomegaly in males",1000,10,10,1,10,1,NA,"Mouse","Albino",NA,"Oral diet","liver","organ weight","M","","Increased absolute and relative liver weight",NA,NA,NA,NA,"",0.002,1000
"Lambda cyhalothrin",91465086,"OPP","Chronic RfD (mg/kg/day)",0.001,"http://www.epa.gov/opp00001/chem_search/cleared_reviews/csr_PC-128897_18-Jul-07_a.pdf","7/18/2007","Hext, P.; Brammer, A.; Chalmers, D.; et al. (1986) PP321: 1 Year Oral Dosing Study in Dogs: Report No. CTL/P/1316: Includes Individual Animal Data Supplement of Report No. CTL/P. 131 6Su. Unpublished study prepared by Imperial Chemical Industries PLC, Central Toxicology Laboratory. 336 p. MRID 40027902","NOAEL",0.1,NA,NA,"clinical signs of neurotoxicity (abnormal gait)",100,10,10,1,1,1,NA,"Dog","Beagle",NA,"Oral - other","CNS","clinical signs","M","Dichotomous","clinical signs of neurotoxicity",6,0,NA,NA,"",0.001,100
"Lambda cyhalothrin",91465086,"OPP","Chronic RfD (mg/kg/day)",0.001,"http://www.epa.gov/opp00001/chem_search/cleared_reviews/csr_PC-128897_18-Jul-07_a.pdf","7/18/2007","Hext, P.; Brammer, A.; Chalmers, D.; et al. (1986) PP321: 1 Year Oral Dosing Study in Dogs: Report No. CTL/P/1316: Includes Individual Animal Data Supplement of Report No. CTL/P. 131 6Su. Unpublished study prepared by Imperial Chemical Industries PLC, Central Toxicology Laboratory. 336 p. MRID 40027902","NOAEL",0.1,NA,NA,"clinical signs of neurotoxicity (abnormal gait)",100,10,10,1,1,1,NA,"Dog","Beagle",NA,"Oral - other","CNS","clinical signs","F","Dichotomous","clinical signs of neurotoxicity",6,0,NA,NA,"",0.001,100
"Linuron",330552,"OPP","Chronic RfD (mg/kg/day)",0.0077,"http://www.epa.gov/opp00001/chem_search/reg_actions/reregistration/red_PC-035506_1-Mar-95.pdf","3/1/1995","Malley, L. (1988) Chronic Toxicity Study with IN Z326-118: One-Year Feeding Study in Dogs: Report No. 181-88; Medical Research Project No. 8031-001. Unpublished study prepared by E.I. du Pont de Nemours and Co., Inc. 660 p.  MRID 40952601","NOAEL",0.77,NA,NA,"hematological changes",100,10,10,1,1,1,NA,"Dog","",NA,"Oral diet","blood","hematology","Both","","hematology",NA,NA,NA,NA,"",0.0077,100
"Linuron",330552,"IRIS","RfD (mg/kg/day)",0.002,"http://www.epa.gov/iris/subst/0170.htm","8/1/1990","E.I. du Pont de Nemours and Co., Inc. 1962. MRID No. 00018374. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","LEL",0.625,NA,NA,"Abnormal blood pigment",300,10,10,1,3,1,NA,"Dog","Beagle",NA,"Oral diet","blood","hematology","F","Continuous","hematology",NA,NA,NA,NA,"",0.002,300
"Linuron",330552,"IRIS","RfD (mg/kg/day)",0.002,"http://www.epa.gov/iris/subst/0170.htm","8/1/1990","E.I. du Pont de Nemours and Co., Inc. 1962. MRID No. 00018374. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","LEL",0.625,NA,NA,"Abnormal blood pigment",300,10,10,1,3,1,NA,"Dog","Beagle",NA,"Oral diet","blood","nonneoplastic histopathology","F","Dichotomous","Abnormal blood pigment",NA,NA,NA,NA,"",0.002,300
"Malathion",121755,"ATSDR","Chronic Oral MRL (mg/kg/day)",0.02,"http://www.atsdr.cdc.gov/ToxProfiles/tp154.pdf","9/2003","Daly I. 1996a. A 24-month oral toxicity/oncogenicity study of malathion in the rat via dietary administration: Final Report: Lab Project Number:90-3461:J-11 90-3641 Unpublished study prepared by Huntington Life Sciences. MRID 43942901.","NOAEL",2,NA,NA,"neurological effects (inhibition of RBC cholinesterase activity)",100,10,10,1,1,1,NA,"Rat","Fischer 344",NA,"Oral diet","CNS","enzyme activity","Both","Continuous","neurological effects (inhibition of RBC cholinesterase activity)",NA,NA,NA,NA,"",0.02,100
"Malathion",121755,"OPP","Chronic RfD (mg/kg/day)",0.071,"http://www.epa.gov/opp00001/chem_search/reg_actions/reregistration/red_PC-057701_27-May-09.pdf","5/27/2009","Fulcher, S.M.. (2001) Malathion: Effects on  cholinesterase in the CD rat (adult and juvenile) by oral gavage administration. Huntingdon Life Sciences, Ltd., Woolley Road, Alconbury, Huntingdon, Cambridgeshire, PE28 4HS, England. Doc. No. CHV067/012452. November 30, 2001. MRID 45566201","BMDL",7.1,10.8,"10% RD","RBC cholinesterase inhibition in offspring",100,10,10,1,1,1,NA,"Rat","CRL/CD",NA,"Oral gavage","CNS","enzyme activity","M","Continuous","RBC cholinesterase inhibition in offspring",8,NA,1866,394.4,"SD",0.071,100
"Maleic Anhydride",108316,"IRIS","RfD (mg/kg/day)",0.1,"http://www.epa.gov/iris/subst/0307.htm","7/1/1993","U.S. EPA. 1983. Chronic Dietary Administration of Maleic Anhydride. Vol. 1: Narrative. Microfiche No. OTS 1283-0277. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","NOAEL",10,NA,NA,"No adverse effects",100,10,10,1,1,1,NA,"Rat","Fischer 344",NA,"Oral diet","none","none","","","none",NA,NA,NA,NA,"",0.1,100
"Maleic Hydrazide",123331,"OPP","Chronic RfD (mg/kg/day)",0.25,"http://www.epa.gov/opp00001/chem_search/reg_actions/reregistration/red_PC-051501_1-Jun-94.pdf","6/1/1994","Anderson, B.; McDonald, P. (1991) Maleic Hydrazide: 52 Week Dietary Toxicity Study in Dogs: Lab Project Number: 7709. Unpublished study prepared by Inveresk Research International. 247 p.  MRID 42214101.



Anderson, B.; McDonald, P. (1991) Maleic Hydrazide 52 Week Dietary Toxicity Study in Dogs: Supplemental Information: Lab Project Number: 7709: 641540. Unpublished study prepared by Inveresk Research International. 247 p.  MRID 42248101","NOAEL",29,NA,NA,"decreased body weight gains (both sexes); recuded heart weight (males); co-critical study (see accompanying record)",100,10,10,1,1,1,NA,"Dog","Beagle",NA,"Oral diet","heart","organ weight","M","","organ weight",NA,NA,NA,NA,"",0.25,100
"Maleic Hydrazide",123331,"OPP","Chronic RfD (mg/kg/day)",0.25,"http://www.epa.gov/opp00001/chem_search/reg_actions/reregistration/red_PC-051501_1-Jun-94.pdf","6/1/1994","Anderson, B.; McDonald, P. (1991) Maleic Hydrazide: 52 Week Dietary Toxicity Study in Dogs: Lab Project Number: 7709. Unpublished study prepared by Inveresk Research International. 247 p.  MRID 42214101.



Anderson, B.; McDonald, P. (1991) Maleic Hydrazide 52 Week Dietary Toxicity Study in Dogs: Supplemental Information: Lab Project Number: 7709: 641540. Unpublished study prepared by Inveresk Research International. 247 p.  MRID 42248101","NOAEL",29,NA,NA,"decreased body weight gains (both sexes); recuded heart weight (males); co-critical study (see accompanying record)",100,10,10,1,1,1,NA,"Dog","Beagle",NA,"Oral diet","systemic","body weight","Both","","body weight",NA,NA,NA,NA,"",0.25,100
"Maleic Hydrazide",123331,"OPP","Chronic RfD (mg/kg/day)",0.25,"http://www.epa.gov/opp00001/chem_search/reg_actions/reregistration/red_PC-051501_1-Jun-94.pdf","6/1/1994","Perry, C.; Strutt, A.; Finn, J.; et al. (1991) Maleic Hydrazide: 104 Week Dietary Combined Chronic Toxicity/Oncogenicity Study in Rats with 52 Week Interim Kill: Lab Project Number: 7823: 437944. Unpublished study prepared by Inveresk Research International. 1381 p.  MRID 42570101.



Perry, C. (1993) Maleic Hydrazide: 104 Week Dietary Combined Chronic Toxicity/Oncogenicity Study in Rats with 52 Week Interim Kill: Addendum: Lab Project Number: 437944: IRI 437944. Unpublished study prepared by Inveresk Research International Lab. 973 p.  MRID 42770401.","NOAEL",25,NA,NA,"decreased body weight gains (co-critical study - see accompanying record)",100,10,10,1,1,1,NA,"Rat","Sprague-Dawley",NA,"Oral diet","systemic","body weight","M","","body weight",NA,NA,NA,NA,"",0.25,100
"Maleic Hydrazide",123331,"IRIS","RfD (mg/kg/day)",0.5,"http://www.epa.gov/iris/subst/0172.htm","5/1/1992","Uniroyal Chemical Co. 1981. Acc. No. 250523. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","LEL",500,NA,NA,"Renal dysfunction",1000,10,10,1,10,1,NA,"Rat","Wistar",NA,"Oral diet","kidneys","other","Both","Continuous","Renal dysfunction in F1 offspring exposed in utero and throughout lifetime.",NA,NA,NA,NA,"",0.5,1000
"Malononitrile   ",109773,"PPRTV","RfD (mg/kg/day)",1e-04,"http://hhpprtv.ornl.gov/issue_papers/Malononitrile.pdf","2007","Lonza (Lonza Incorporated). 1989. P0070: 90 Day Oral (Gavage) Subchronic Toxicity Study in

the Rat with a Four Week Treatment-Free Period. Hazleton Report No. 6055-733/277. TSCA

Section 4 Submission. EPA Document No. 40-8915337. Fiche No. OTS0526378.","NOAEL",0.4,NA,NA,"hepatic effects(increased relative liver weight and

hepatocellular hypertrophy and vacuolization)",3000,10,10,10,1,3,NA,"Rat","CRL/CD",NA,"Oral gavage","liver","organ weight","M","","increased relative liver weight ",NA,NA,NA,NA,"",3e-04,1000
"Malononitrile   ",109773,"PPRTV","RfD (mg/kg/day)",1e-04,"http://hhpprtv.ornl.gov/issue_papers/Malononitrile.pdf","2007","Lonza (Lonza Incorporated). 1989. P0070: 90 Day Oral (Gavage) Subchronic Toxicity Study in

the Rat with a Four Week Treatment-Free Period. Hazleton Report No. 6055-733/277. TSCA

Section 4 Submission. EPA Document No. 40-8915337. Fiche No. OTS0526378.","NOAEL",0.4,NA,NA,"hepatic effects(increased relative liver weight and

hepatocellular hypertrophy and vacuolization)",3000,10,10,10,1,3,NA,"Rat","CRL/CD",NA,"Oral gavage","liver","nonneoplastic histopathology","M","","hepatocellular hypertrophy and vacuolization",NA,NA,NA,NA,"",3e-04,1000
"Mancozeb",8018017,"OPP","Chronic RfD (mg/kg/day)",0.005,"http://www.epa.gov/opp00001/chem_search/reg_actions/reregistration/red_PC-014504_20-Sep-05.pdf","6/11/07","Stadler, J. (1990) Combined Chronic Toxicity/ Oncogenicity Study with Mancozeb: Two-Year Feeding Study in Rats: Lab Project Number: 259-89. Unpublished study prepared by Dupont/ Haskell Laboratory. 2342 p.  MRID 41903601","NOAEL",4.83,NA,NA,"thyroid toxicity (changes in thyroid hormone levels, microscopic thyroid changes and changes in thyroid weights)",1000,10,10,1,1,10,NA,"Rat","CRL/CD",NA,"Oral diet","thyroid","clinical chemistry","Both","","changes in thyroid hormone levels",NA,NA,NA,NA,"",0.05,100
"Mancozeb",8018017,"OPP","Chronic RfD (mg/kg/day)",0.005,"http://www.epa.gov/opp00001/chem_search/reg_actions/reregistration/red_PC-014504_20-Sep-05.pdf","6/11/07","Stadler, J. (1990) Combined Chronic Toxicity/ Oncogenicity Study with Mancozeb: Two-Year Feeding Study in Rats: Lab Project Number: 259-89. Unpublished study prepared by Dupont/ Haskell Laboratory. 2342 p.  MRID 41903601","NOAEL",4.83,NA,NA,"thyroid toxicity (changes in thyroid hormone levels, microscopic thyroid changes and changes in thyroid weights)",1000,10,10,1,1,10,NA,"Rat","CRL/CD",NA,"Oral diet","thyroid","nonneoplastic histopathology","Both","","microscopic thyroid changes",NA,NA,NA,NA,"",0.05,100
